"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098801","GO:0098801","regulation of renal system process","8/1935","24/18860",0.333333333333333,3.2489233419466,3.7275322390432,0.00197194004193183,0.0243008885253056,0.0194904926944012,"STC1/CORIN/F2R/AGT/PDGFB/ADIPOQ/DRD2/CORO2B",8
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","15/1935","65/18860",0.230769230769231,2.24925462134764,3.41131602381072,0.00203280733561026,0.0249974491804211,0.0200491681661066,"GRIN2D/GRIN2B/FOLH1/HOMER1/GRIN3A/HOMER2/SLC1A1/GRIN2A/CCR2/GRIA3/PLCB1/NECAB2/SHANK1/SSTR1/GRIA4",15
"GO:0141091","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","61/1935","411/18860",0.148418491484185,1.44660090407841,3.09520607895746,0.0020378697158484,0.025006269114515,0.0200562421815626,"INHBA/SFRP4/SULF1/COL1A2/COMP/WNT5A/COL3A1/SOX11/CDH3/PMEPA1/DSG4/TNFAIP6/MSX2/CHRDL2/LTBP2/GDF15/HTRA3/LEF1/GCNT2/APPL2/HSP90AB1/ITGB8/CRIPTO/PDCD4/HPGD/LOX/BMP2/BMP5/ITGA8/KCP/TGIF2/HES5/GREM2/CDKN2B/BMP7/VWC2/SPRED3/GDF7/TBX20/SHH/PBLD/FSTL3/BMP6/FERMT1/TMPRSS6/ERFE/INHBB/CITED1/HTRA4/FOLR1/NODAL/FOXD1/TMEM100/DKK1/TGFB2/CAV3/GDF5/DAND5/SCUBE3/IL17F/WNT1",61
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","25/1935","133/18860",0.18796992481203,1.83209962891725,3.25613587946951,0.00204615655414954,0.0250187796176137,0.0200662762125815,"CEMIP/DHRS7C/F2R/PLCL2/THY1/NTSR1/CACNA1C/PLCG2/PLCE1/PLCB4/CD19/CXCL11/JPH1/GSTM2/RYR1/NPSR1/FASLG/PLCB1/ATP1A2/ANK2/DRD2/GPER1/RYR2/CALML3/JPH4",25
"GO:0003170","GO:0003170","heart valve development","17/1935","78/18860",0.217948717948718,2.12429603127278,3.36428312434749,0.00205193118670959,0.0250187796176137,0.0200662762125815,"CDH11/ROBO2/STRA6/SOX4/FGFRL1/SNAI1/ADAMTS9/SOX9/TWIST1/BMP2/NOS3/PDE2A/HEYL/TBX20/AXIN2/DKK1/TGFB2",17
"GO:2000242","GO:2000242","negative regulation of reproductive process","17/1935","78/18860",0.217948717948718,2.12429603127278,3.36428312434749,0.00205193118670959,0.0250187796176137,0.0200662762125815,"SULF1/WNT5A/SNAI1/TRIP13/PTGDR2/PKMYT1/PAEP/WT1/BMP7/ZP3/TIMP1/TEX11/KIT/HPGDS/TTK/NODAL/ELF5",17
"GO:0035296","GO:0035296","regulation of tube diameter","29/1935","162/18860",0.179012345679012,1.74479216511947,3.2190706264556,0.00206063117159935,0.02501884471003,0.0200663284198604,"EDNRA/COMP/F2R/HTR1D/APLN/UTS2B/VEGFA/AGT/NOS3/HTR7/MMP2/ADRA2A/P2RX1/P2RY1/OXTR/HBB/AVPR1B/EDN3/ADRA1A/ATP1A2/CPS1/ADRB1/EDN2/GPER1/KNG1/SCNN1B/ADRA2C/FOXC2/LEP",29
"GO:0097746","GO:0097746","blood vessel diameter maintenance","29/1935","162/18860",0.179012345679012,1.74479216511947,3.2190706264556,0.00206063117159935,0.02501884471003,0.0200663284198604,"EDNRA/COMP/F2R/HTR1D/APLN/UTS2B/VEGFA/AGT/NOS3/HTR7/MMP2/ADRA2A/P2RX1/P2RY1/OXTR/HBB/AVPR1B/EDN3/ADRA1A/ATP1A2/CPS1/ADRB1/EDN2/GPER1/KNG1/SCNN1B/ADRA2C/FOXC2/LEP",29
"GO:0015908","GO:0015908","fatty acid transport","23/1935","119/18860",0.19327731092437,1.88382950079256,3.27025087195748,0.00208242605570148,0.0252271786353705,0.0202334223450729,"SLCO4A1/IL1B/NTSR1/SLC27A6/NMB/SLC2A1/PTGS2/PLA2G2D/ABCD2/FABP1/FABP6/ERFE/AVPR1B/DRD2/FABP4/FABP2/CRABP2/SLC5A8/TNFSF11/SLC22A2/CRABP1/RBP1/LEP",23
"GO:0048566","GO:0048566","embryonic digestive tract development","10/1935","35/18860",0.285714285714286,2.78479143595423,3.57346456046458,0.00209094078350508,0.0252271786353705,0.0202334223450729,"CXCL8/STRA6/SOX11/TCF21/PCSK5/SHH/SALL1/FOXF2/TGFB2/FGFR2",10
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis","10/1935","35/18860",0.285714285714286,2.78479143595423,3.57346456046458,0.00209094078350508,0.0252271786353705,0.0202334223450729,"COL1A1/STC1/COMP/MMP13/SERPINH1/SOX9/AXIN2/GHR/COL27A1/TRPV4",10
"GO:0048592","GO:0048592","eye morphogenesis","31/1935","177/18860",0.175141242937853,1.70706141695499,3.19562596908387,0.00211114986313179,0.0254177143563252,0.0203862412460535,"COL8A1/COL5A2/MFAP2/WNT2/STRA6/WNT5A/SOX11/SOX4/COL5A1/FJX1/THY1/ADAMTS9/TFAP2A/SOX9/TWIST1/ALDH1A3/VEGFA/BCL2/NKD1/RAB37/BMP7/HCN1/SLC1A1/CALB1/THRB/EPHB1/FASLG/VSX1/FOXF2/OLFM3/GNGT1",31
"GO:0017158","GO:0017158","regulation of calcium ion-dependent exocytosis","11/1935","41/18860",0.268292682926829,2.61498708010336,3.50024291990565,0.00221926373870464,0.0265168425449987,0.0212677954291132,"CBARP/ADRA2A/ZP3/TRPV6/SYT2/RPH3A/DOC2A/SYT12/SYT9/SYT6/SYT10",11
"GO:0044319","GO:0044319","wound healing, spreading of cells","11/1935","41/18860",0.268292682926829,2.61498708010336,3.50024291990565,0.00221926373870464,0.0265168425449987,0.0212677954291132,"PDPN/MSX2/COL5A1/CARMIL2/AJUBA/CD44/MMP12/TMEFF2/FERMT1/CEACAM1/ITGA5",11
"GO:0090505","GO:0090505","epiboly involved in wound healing","11/1935","41/18860",0.268292682926829,2.61498708010336,3.50024291990565,0.00221926373870464,0.0265168425449987,0.0212677954291132,"PDPN/MSX2/COL5A1/CARMIL2/AJUBA/CD44/MMP12/TMEFF2/FERMT1/CEACAM1/ITGA5",11
"GO:0050873","GO:0050873","brown fat cell differentiation","13/1935","53/18860",0.245283018867925,2.39071717614938,3.42809198926861,0.00222087195598425,0.0265168425449987,0.0212677954291132,"CEBPB/SIX1/BMP7/PPARGC1A/PTGS2/ADIPOQ/VSTM2A/EBF2/ADRB1/FABP4/TRPV4/PLAC8/LEP",13
"GO:0010463","GO:0010463","mesenchymal cell proliferation","12/1935","47/18860",0.25531914893617,2.48853702787399,3.45473722703639,0.00225381143771427,0.0267436800495786,0.0214497301234445,"WNT2/PRRX1/WNT5A/SOX9/SIX1/MYC/BMP2/BMP7/SHH/WNT11/FGFR2/DCHS2",12
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","12/1935","47/18860",0.25531914893617,2.48853702787399,3.45473722703639,0.00225381143771427,0.0267436800495786,0.0214497301234445,"S100A11/CCN4/PDGFRB/ITGA2/CCL5/BCL2/POSTN/PDGFB/PDGFD/SEMA6D/IGFBP5/MIR135B",12
"GO:0055078","GO:0055078","sodium ion homeostasis","12/1935","47/18860",0.25531914893617,2.48853702787399,3.45473722703639,0.00225381143771427,0.0267436800495786,0.0214497301234445,"EDNRA/IL1A/CORIN/TMPRSS3/ATP1B2/AGT/CYP4F12/ATP12A/ATP1A2/DRD2/SCNN1G/SCNN1B",12
"GO:0035150","GO:0035150","regulation of tube size","29/1935","163/18860",0.177914110429448,1.73408791870769,3.18266839270736,0.00226647127933933,0.0268378013337947,0.0215252199640934,"EDNRA/COMP/F2R/HTR1D/APLN/UTS2B/VEGFA/AGT/NOS3/HTR7/MMP2/ADRA2A/P2RX1/P2RY1/OXTR/HBB/AVPR1B/EDN3/ADRA1A/ATP1A2/CPS1/ADRB1/EDN2/GPER1/KNG1/SCNN1B/ADRA2C/FOXC2/LEP",29
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","25/1935","134/18860",0.186567164179104,1.81842724362683,3.2147369614692,0.00227573363177964,0.0268378013337947,0.0215252199640934,"CEMIP/DHRS7C/F2R/PLCL2/THY1/NTSR1/CACNA1C/PLCG2/PLCE1/PLCB4/CD19/CXCL11/JPH1/GSTM2/RYR1/NPSR1/FASLG/PLCB1/ATP1A2/ANK2/DRD2/GPER1/RYR2/CALML3/JPH4",25
"GO:0097237","GO:0097237","cellular response to toxic substance","25/1935","134/18860",0.186567164179104,1.81842724362683,3.2147369614692,0.00227573363177964,0.0268378013337947,0.0215252199640934,"SLC11A1/ABCG2/EDNRA/GPX8/S100A9/SLC22A3/OPRD1/HBA2/NOS3/PXDN/LPO/NXN/CP/PTPN13/BMP7/PTGS2/AQP8/GSTM2/AKR1B10/FABP1/HBB/HBA1/GPX3/SLC22A2/DUOX2",25
"GO:0001942","GO:0001942","hair follicle development","20/1935","99/18860",0.202020202020202,1.9690444496646,3.26865271316997,0.00229887786355544,0.0270553008277333,0.021699665120419,"FOXQ1/INHBA/WNT5A/KRT17/CDH3/DSG4/MSX2/LGR5/SNAI1/SOX9/DKK4/BCL2/APCDD1/SHH/FERMT1/IGFBP5/DKK1/TGFB2/FGFR2/GAL",20
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","65/1935","446/18860",0.145739910313901,1.42049338941611,3.03870128033327,0.00233349694535733,0.0274066835112886,0.021981491096438,"INHBA/SFRP4/SULF1/COL1A2/COMP/WNT5A/COL3A1/SOX11/CDH3/PMEPA1/DSG4/TNFAIP6/MSX2/CHRDL2/LTBP2/GDF15/HTRA3/LEF1/GCNT2/APPL2/HSP90AB1/ITGB8/CRIPTO/PDCD4/HPGD/LOX/PALM2AKAP2/BMP2/BMP5/ITGA8/KCP/TGIF2/HES5/GREM2/CDKN2B/BMP7/VWC2/SPRED3/GDF7/TBX20/SHH/PBLD/FSTL3/BMP6/FERMT1/TMPRSS6/ERFE/INHBB/CITED1/BMP3/HTRA4/TTK/FOLR1/NODAL/FOXD1/TMEM100/DKK1/TGFB2/CAV3/GDF5/DAND5/SCUBE3/IL17F/AMH/WNT1",65
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","28/1935","156/18860",0.17948717948718,1.74942026104817,3.17801511817653,0.00233987512150205,0.0274256238782979,0.0219966821905595,"SLC11A1/TTYH3/SLC36A1/SLC7A1/NTSR1/SLC7A11/SLC17A8/SLC6A20/SLC47A1/SLC7A5/SLC23A1/LRRC8E/SLC13A3/SLC38A5/SLC2A1/SLC5A6/SLC1A1/SLC17A7/ABCD2/SLC7A5P1/ATP1A2/SLC6A14/SLC16A9/SLC5A8/RGS4/SLC22A2/SLC1A7/SLC3A1",28
"GO:0035929","GO:0035929","steroid hormone secretion","9/1935","30/18860",0.3,2.92403100775194,3.56601372581449,0.00239218588867042,0.0279817678644274,0.0224427366748391,"INHBA/SPP1/AGT/KCNK9/BMP6/CYP19A1/ECRG4/GAL/GALR1",9
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","34/1935","201/18860",0.169154228855721,1.64870736755499,3.12635400677262,0.00241489957191252,0.0281901562603581,0.0226098742881101,"INHBA/NOX4/F2R/IL1B/APELA/RIPK2/FPR2/PDGFRB/GCNT2/CD44/FGF18/ALKAL1/SLC30A10/VEGFA/BMP2/PDGFB/CXCL17/PDGFD/P2RY1/NPY/FGF19/NPSR1/FGF1/TNFAIP8L3/ADRA1A/NECAB2/ALKAL2/GCG/DRD2/GPER1/TRPV4/NODAL/TNFSF11/FGFR2",34
"GO:0015850","GO:0015850","organic hydroxy compound transport","46/1935","294/18860",0.156462585034014,1.52500483397493,3.0677027142229,0.00245967698962755,0.0286547390188392,0.0229824922214294,"AQP9/MAPK15/LIPC/STRA6/SLC5A11/ABCC2/SPP1/LIPG/ABCB11/FLVCR2/CXCL12/SLC22A3/ABCA8/AGT/NMB/KCNK9/ADRA2A/TMEM97/P2RX1/SLC51B/ABCA5/P2RY1/PCSK9/SHH/BMP6/ADIPOQ/ABCA12/NR1H4/DRD2/ABCA13/CEACAM1/SLC5A8/SLC10A2/CYP19A1/AKR1C4/SLC22A2/CHRM5/SLCO1A2/NPC1L1/FFAR3/ECRG4/SLC51A/ADRA2C/SLC10A1/GAL/GALR1",46
"GO:0048738","GO:0048738","cardiac muscle tissue development","41/1935","255/18860",0.16078431372549,1.56712772964483,3.08298642095779,0.00248069647112784,0.0288412286693752,0.0231320659774494,"COL11A1/WNT2/EDNRA/NOX4/RUNX1/MSX2/GJC1/PDGFRB/ADAMTS9/VEGFA/NEBL/BMP2/BMP5/WT1/BMP7/TNNI3/CDK1/TENM4/TBX20/TBX18/POU4F1/CCNB1/HAND1/ADRA1A/IRX3/ALPK2/MYLK2/MESP1/SGCG/TP73/RYR2/MYL3/RGS4/KCNK2/DKK1/ACTC1/TGFB2/FGFR2/CAV3/NRAP/FOXC2",41
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","49/1935","318/18860",0.154088050314465,1.50186079014513,3.0517855610927,0.00250268619965407,0.0290382239496152,0.0232900657586653,"CEMIP/EDNRA/DHRS7C/F2R/TESC/KCNJ15/ANK3/THY1/GRIN2D/GRIN2B/NTSR1/CACNA1C/CBARP/ATP1B2/AGT/BCL2/CACNA1D/CD19/CXCL11/P2RX1/JPH1/MMP9/GSTM2/KCNH2/GRIN2A/FXYD5/PCSK9/MS4A1/NPSR1/EDN3/P2RX2/FXYD1/ATP1A2/LRRC55/ANK2/GPER1/SLN/KCNE2/LCN2/RGS9/RYR2/RGS4/FXYD4/FXYD3/CALHM1/CALML3/CAV3/JPH4/GAL",49
"GO:0033079","GO:0033079","immature T cell proliferation","6/1935","15/18860",0.4,3.89870801033592,3.79741013837148,0.00255585544888737,0.0292424415672899,0.0234538582052341,"IL1A/IL1B/RIPK2/FOXP3/SHH/CDKN2A",6
"GO:0048820","GO:0048820","hair follicle maturation","6/1935","15/18860",0.4,3.89870801033592,3.79741013837148,0.00255585544888737,0.0292424415672899,0.0234538582052341,"WNT5A/CDH3/MSX2/FERMT1/TGFB2/GAL",6
"GO:0050930","GO:0050930","induction of positive chemotaxis","6/1935","15/18860",0.4,3.89870801033592,3.79741013837148,0.00255585544888737,0.0292424415672899,0.0234538582052341,"CXCL8/IL16/CXCL12/PGF/VEGFA/VEGFD",6
"GO:0060572","GO:0060572","morphogenesis of an epithelial bud","6/1935","15/18860",0.4,3.89870801033592,3.79741013837148,0.00255585544888737,0.0292424415672899,0.0234538582052341,"SULF1/WNT2/WNT5A/BMP7/SHH/FGFR2",6
"GO:0070141","GO:0070141","response to UV-A","6/1935","15/18860",0.4,3.89870801033592,3.79741013837148,0.00255585544888737,0.0292424415672899,0.0234538582052341,"MMP1/MMP3/MMP2/MMP9/TIMP1/MME",6
"GO:0070365","GO:0070365","hepatocyte differentiation","6/1935","15/18860",0.4,3.89870801033592,3.79741013837148,0.00255585544888737,0.0292424415672899,0.0234538582052341,"ITGA2/E2F7/PCK1/CPS1/MESP1/WNT1",6
"GO:0097152","GO:0097152","mesenchymal cell apoptotic process","6/1935","15/18860",0.4,3.89870801033592,3.79741013837148,0.00255585544888737,0.0292424415672899,0.0234538582052341,"EDNRA/MSX2/SOX9/BMP7/SHH/GDF5",6
"GO:0030282","GO:0030282","bone mineralization","24/1935","128/18860",0.1875,1.82751937984496,3.17633690021505,0.00257220933558729,0.0293711601712397,0.0235570967764207,"COL1A2/PTH1R/COMP/IBSP/MMP13/CLEC3B/TFAP2A/SOX9/CYP27B1/TWIST1/LOX/BMP2/BMP7/FZD9/RSPO2/WNT11/BMP6/AXIN2/PTN/IFITM5/ADGRV1/BGLAP/FGFR2/LEP",24
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","36/1935","217/18860",0.165898617511521,1.61697567248955,3.09083259415653,0.00257945119536245,0.0293955279788334,0.0235766409414577,"OSM/NOX4/F2R/WNT5A/CSF3/IL1B/GDF15/FPR2/PDGFRB/GCNT2/CCL5/VEGFA/AGT/IL17A/ADRA2A/P2RY12/PDGFB/CD19/PDGFD/FLT3/AKR1C2/KIT/TYRO3/ERFE/REG3A/LTK/SELP/IGFBP5/GPER1/ADTRP/TNFSF11/TMEM100/TGFB2/FN1/ADRA2C/LEP",36
"GO:0006720","GO:0006720","isoprenoid metabolic process","23/1935","121/18860",0.190082644628099,1.85269182309351,3.18161081423709,0.00260534032909097,0.0296318845729615,0.0237662104078716,"LRP8/UGT1A1/NME1/CYP3A4/ALDH1A3/CEL/AKR1B10/HMGCS2/RETSAT/RDH5/UGT1A8/ADH6/DGAT2/ADH1B/CYP3A7/CRABP2/AKR1C4/ADH1A/UGT1A7/ADH1C/UGT1A9/RBP1/CYP2W1",23
"GO:0071695","GO:0071695","anatomical structure maturation","45/1935","287/18860",0.156794425087108,1.52823920265781,3.04906037491165,0.00261069012278975,0.0296341650032644,0.0237680394237165,"ADAMTS12/EDNRA/PTH1R/WNT5A/CDH3/MSX2/TCP11/BFSP1/TRIP13/CDC25B/BRCA2/CNGB1/VEGFA/RHEX/DIAPH3/BMP2/BCL2/LGI4/MMP2/HES5/PAEP/KIF14/RYR1/AURKA/SLC26A3/ADGRB3/FERMT1/CCNB1/TMIGD1/ASCL1/VSX1/EREG/GLDN/BHLHA15/SLFN14/BFSP2/ROPN1/DAZL/TGFB2/DEFB1/CNTN2/GAL/ZBTB16/LEP/WNT1",45
"GO:0007631","GO:0007631","feeding behavior","21/1935","107/18860",0.196261682242991,1.91291748170688,3.202016104501,0.00262369933404711,0.0296709480881133,0.0237975412440216,"STRA6/APLN/GDF15/DACH1/NMU/SGIP1/OPRD1/CNTFR/GUCA2B/DMBX1/P2RY1/NPY/POU4F1/NPSR1/NPW/GCG/DRD2/PYY/CNTN2/GAL/LEP",21
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","34/1935","202/18860",0.168316831683168,1.64054544989383,3.09477134600945,0.00262424197686354,0.0296709480881133,0.0237975412440216,"WNT5A/IL1B/IL6/RIPK2/TNFSF4/KLK7/APLF/PLCG2/TWIST1/DDX21/SLC7A5/CD96/SPON2/CD160/IL17A/FOXP3/CD55/CD22/KIR2DL4/CD7/FFAR2/FCRL3/CCR2/KIT/TBX21/MZB1/IL2/SECTM1/RAET1G/CLC/FFAR3/TGFB2/IL17F/PGC",34
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","10/1935","36/18860",0.277777777777778,2.70743611828883,3.46717077739302,0.00263289337200161,0.029698673083897,0.0238197780370183,"MSX2/ITGA2/ESR2/CRHBP/MMP2/POU4F1/KIF18A/ESR1/GPER1/SSTR1",10
"GO:0050927","GO:0050927","positive regulation of positive chemotaxis","8/1935","25/18860",0.32,3.11896640826873,3.58464985202461,0.00264217560711646,0.029698673083897,0.0238197780370183,"CXCL8/IL16/ITGA2/CXCL12/PGF/VEGFA/F7/VEGFD",8
"GO:2000831","GO:2000831","regulation of steroid hormone secretion","8/1935","25/18860",0.32,3.11896640826873,3.58464985202461,0.00264217560711646,0.029698673083897,0.0238197780370183,"SPP1/AGT/KCNK9/BMP6/CYP19A1/ECRG4/GAL/GALR1",8
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","47/1935","303/18860",0.155115511551155,1.5118752185296,3.03715538194152,0.00264815583718965,0.0297078690897201,0.0238271536802639,"INHBA/IL1A/NOX4/DUSP4/F2R/IL1B/APELA/RIPK2/FPR2/PDGFRB/GCNT2/CD44/FGF18/ALKAL1/SLC30A10/VEGFA/BMP2/KLF4/TBC1D10C/PDGFB/CXCL17/PDGFD/SPRED3/P2RY1/PTPRR/NPY/FGF19/NPSR1/FGF1/EPHB1/ADIPOQ/TNFAIP8L3/ADRA1A/NECAB2/ALKAL2/GCG/DRD2/DUSP26/GPER1/CEACAM1/TRPV4/NODAL/TNFSF11/FAM83D/DUSP9/FN1/FGFR2",47
"GO:0002548","GO:0002548","monocyte chemotaxis","13/1935","54/18860",0.240740740740741,2.34644463585032,3.35021470659673,0.00265519872183517,0.0297289273232712,0.0238440434061995,"IL6/IL6R/FPR2/CCL5/CXCL12/CCL23/SERPINE1/PDGFB/CXCL17/CCR2/PF4/TNFSF11/CCL7",13
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","48/1935","311/18860",0.154340836012862,1.50432463421322,3.03225417269907,0.0026608363324674,0.0297342001812619,0.023848272494368,"MMP3/OSM/NOX4/F2R/WNT5A/CSF3/IL1B/GDF15/FPR2/PDGFRB/GCNT2/CCL5/TWIST1/LOX/DCAF13/VEGFA/KLF4/AGT/IL17A/ADRA2A/P2RY12/CEP55/SERPINE2/PDGFB/CD19/PTPN13/PDGFD/FLT3/AKR1C2/KIT/TYRO3/ERFE/REG3A/LTK/SELP/IGFBP5/DRD2/GPER1/BANK1/ADTRP/CEACAM1/TNFSF11/TMEM100/TGFB2/FN1/ADRA2C/CAV3/LEP",48
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","61/1935","416/18860",0.146634615384615,1.42921387398132,2.99314899871864,0.00270713967274124,0.0301930015826082,0.0242162534985115,"SULF1/WNT2/ODAM/PDX1/WNT5A/SOX11/TACSTD2/SPARC/CDH3/FUT1/APELA/JCAD/SIX4/APLN/NME1/CCL5/SOX9/UHRF1/SIX1/MYC/THBS4/CXCL12/SERPINB5/BRCA2/VEGFA/IQGAP3/NRP2/MMP12/BMP5/IL17A/HES5/CDKN2B/PDGFB/VASH2/CLDN1/SHH/AREG/CDKN2A/BMP6/CCL24/REG3A/TMIGD1/COL4A3/FGF1/PTN/HPN/EREG/CCR3/DRD2/CNMD/HMX2/CEACAM1/NODAL/NKX2-3/MIR135B/TGFB2/FGFR2/GDF5/MIR10B/LEP/REG3G",61
"GO:0060391","GO:0060391","positive regulation of SMAD protein signal transduction","11/1935","42/18860",0.261904761904762,2.55272548295804,3.40618372839435,0.00273248920098868,0.0303580605244978,0.0243486387854814,"INHBA/BMP2/BMP5/BMP7/GDF7/BMP6/TTK/NODAL/TGFB2/GDF5/AMH",11
"GO:0090504","GO:0090504","epiboly","11/1935","42/18860",0.261904761904762,2.55272548295804,3.40618372839435,0.00273248920098868,0.0303580605244978,0.0243486387854814,"PDPN/MSX2/COL5A1/CARMIL2/AJUBA/CD44/MMP12/TMEFF2/FERMT1/CEACAM1/ITGA5",11
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","25/1935","136/18860",0.183823529411765,1.79168566651467,3.13298558235686,0.00280116135692067,0.0310610474163362,0.0249124684111087,"CEMIP/DHRS7C/F2R/PLCL2/THY1/NTSR1/CACNA1C/PLCG2/PLCE1/PLCB4/CD19/CXCL11/JPH1/GSTM2/RYR1/NPSR1/FASLG/PLCB1/ATP1A2/ANK2/DRD2/GPER1/RYR2/CALML3/JPH4",25
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process","49/1935","320/18860",0.153125,1.49247416020672,3.00427060710413,0.0028464791585312,0.0314423945438523,0.0252183273263144,"CEMIP/IL11/ODAM/OSM/PTH1R/WNT5A/SPHK1/TNFSF15/APLN/IL6/RIPK2/PDGFRB/NTSR1/CRIPTO/MUSK/THBS4/FGF18/ECT2/VEGFA/BMP2/ADGRF5/PDGFB/KIF14/TPD52L1/MMP9/TPX2/CHP2/FLT3/SLC4A4/P2RY1/FGF19/AREG/KIT/LILRA5/CSPG4/AVPR1B/FGF1/ADIPOQ/EREG/NR1H4/GPER1/BANK1/GUCA1A/CARD14/GPLD1/ENPP7/MLXIPL/LEP/CIMAP3",49
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process","49/1935","320/18860",0.153125,1.49247416020672,3.00427060710413,0.0028464791585312,0.0314423945438523,0.0252183273263144,"CEMIP/IL11/ODAM/OSM/PTH1R/WNT5A/SPHK1/TNFSF15/APLN/IL6/RIPK2/PDGFRB/NTSR1/CRIPTO/MUSK/THBS4/FGF18/ECT2/VEGFA/BMP2/ADGRF5/PDGFB/KIF14/TPD52L1/MMP9/TPX2/CHP2/FLT3/SLC4A4/P2RY1/FGF19/AREG/KIT/LILRA5/CSPG4/AVPR1B/FGF1/ADIPOQ/EREG/NR1H4/GPER1/BANK1/GUCA1A/CARD14/GPLD1/ENPP7/MLXIPL/LEP/CIMAP3",49
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","21/1935","108/18860",0.194444444444444,1.89520528280218,3.15461375929775,0.00294906348854754,0.0324509758634629,0.0260272585232585,"IL1B/ULBP1/IL6/RAET1L/TNFSF4/IL23A/ULBP2/AZGP1/ULBP3/FOXP3/CD55/ZP3/CD7/CCR2/TBX21/KLRC1/SECTM1/RAET1G/CEACAM1/CLC/RAET1E",21
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","21/1935","108/18860",0.194444444444444,1.89520528280218,3.15461375929775,0.00294906348854754,0.0324509758634629,0.0260272585232585,"IL1A/IL1B/IL6/RIPK2/SLC7A1/TNFSF4/TNFSF9/CCL5/IL23A/CD3E/FOXP3/ZAP70/CD55/TNFRSF13C/ZP3/HHLA2/SHH/TMIGD2/CCR2/IL2/LEP",21
"GO:0042593","GO:0042593","glucose homeostasis","44/1935","281/18860",0.156583629893238,1.52618463038061,3.0048003918998,0.00296662851111442,0.0325819600791288,0.0261323142250638,"COL1A1/NOX4/PDX1/CCN4/FUT1/SOX4/IL6/ADCY5/APPL2/G6PC1/BACE2/VSNL1/PDK4/ENHO/ADRA2A/ADGRF5/PPARGC1A/PCK1/FFAR2/GUCA2B/CDKN2A/IGFBP5/ADIPOQ/ABCA12/NR1H4/ABCC8/GCG/BHLHA15/GPER1/TRPV4/SLC29A1/GPR19/GCGR/BRSK2/HKDC1/BGLAP/GPLD1/EPHA5/MLXIPL/FFAR1/GCKR/CAV3/CNR1/LEP",44
"GO:0061180","GO:0061180","mammary gland epithelium development","16/1935","74/18860",0.216216216216216,2.10740973531671,3.22732360322494,0.00298428278433734,0.0326585973608188,0.0261937810466305,"WNT2/WNT5A/MSX2/CEBPB/WNT7B/BRCA2/IQGAP3/AREG/CDKN2A/NTN1/ESR1/TNFSF11/WNT3/FGFR2/CAV3/ELF5",16
"GO:0038093","GO:0038093","Fc receptor signaling pathway","14/1935","61/18860",0.229508196721311,2.23696361248782,3.27182407756531,0.00298495607502879,0.0326585973608188,0.0261937810466305,"APPL2/FCGR3B/PLCG2/PLPP4/FCAR/LILRA4/FCGR3A/FCGR1A/FCMR/KIT/FCER2/CD200R1/CLEC4E/CLEC4D",14
"GO:0042403","GO:0042403","thyroid hormone metabolic process","9/1935","31/18860",0.290322580645161,2.82970742685671,3.44734180800442,0.00306831867253983,0.0329379272042832,0.0264178171458744,"SULT1A1/TG/DIO2/CTSK/SULT1B1/HPN/DUOXA2/GCNT4/DUOX2",9
"GO:0060037","GO:0060037","pharyngeal system development","9/1935","31/18860",0.290322580645161,2.82970742685671,3.44734180800442,0.00306831867253983,0.0329379272042832,0.0264178171458744,"EDNRA/SIX4/SIX1/BMP5/ADGRF5/BMP7/RIPPLY3/FOLR1/TGFB2",9
"GO:0003357","GO:0003357","noradrenergic neuron differentiation","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"EDNRA/SOX11/SOX4/INSM1/ASCL1",5
"GO:0031055","GO:0031055","chromatin remodeling at centromere","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"CENPW/CENPN/HJURP/CENPI/CENPA",5
