"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031652","GO:0031652","positive regulation of heat generation","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"IL1B/APLN/NMU/PTGS2/TNFSF11",5
"GO:0034080","GO:0034080","CENP-A containing chromatin assembly","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"CENPW/CENPN/HJURP/CENPI/CENPA",5
"GO:0044062","GO:0044062","regulation of excretion","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"STC1/CORIN/AGT/NPSR1/DRD2",5
"GO:0060732","GO:0060732","positive regulation of inositol phosphate biosynthetic process","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"PTH1R/NTSR1/P2RY1/AVPR1B/GPER1",5
"GO:0071377","GO:0071377","cellular response to glucagon stimulus","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"FUT1/GLP2R/CPS1/GCG/GCGR",5
"GO:1903276","GO:1903276","regulation of sodium ion export across plasma membrane","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"ATP1B2/FXYD5/FXYD1/FXYD4/FXYD3",5
"GO:1903278","GO:1903278","positive regulation of sodium ion export across plasma membrane","5/1935","11/18860",0.454545454545455,4.43035001174536,3.84792055258947,0.00307344342462208,0.0329379272042832,0.0264178171458744,"ATP1B2/FXYD5/FXYD1/FXYD4/FXYD3",5
"GO:0090257","GO:0090257","regulation of muscle system process","42/1935","266/18860",0.157894736842105,1.53896368829049,2.99329408598892,0.0031173888753224,0.0333467899209673,0.0267457448998018,"STC1/F2R/SPHK1/APLN/GTF2IRD1/ITGA2/LMCD1/CACNA1C/NMU/KLF4/AGT/NOS3/PDE9A/ADRA2A/CTNNA3/TNNI3/P2RX1/JPH1/GSTM2/SLC8A3/PROK2/KIT/EDN3/TNNT3/IGFBP5/ADRA1A/ATP1A2/ABCC8/MYLK2/ANK2/EDN2/GPER1/SLN/TRPV4/KCNB2/RYR2/CAMK2B/MYL3/RGS4/ADRA2C/CAV3/JPH4",42
"GO:0033500","GO:0033500","carbohydrate homeostasis","44/1935","282/18860",0.156028368794326,1.52077262814522,2.97926202371304,0.00317475814357007,0.0338410499544844,0.0271421654488846,"COL1A1/NOX4/PDX1/CCN4/FUT1/SOX4/IL6/ADCY5/APPL2/G6PC1/BACE2/VSNL1/PDK4/ENHO/ADRA2A/ADGRF5/PPARGC1A/PCK1/FFAR2/GUCA2B/CDKN2A/IGFBP5/ADIPOQ/ABCA12/NR1H4/ABCC8/GCG/BHLHA15/GPER1/TRPV4/SLC29A1/GPR19/GCGR/BRSK2/HKDC1/BGLAP/GPLD1/EPHA5/MLXIPL/FFAR1/GCKR/CAV3/CNR1/LEP",44
"GO:0050727","GO:0050727","regulation of inflammatory response","66/1935","460/18860",0.143478260869565,1.3984496124031,2.92535710713285,0.00317535481762321,0.0338410499544844,0.0271421654488846,"MMP3/ADAMTS12/OSM/C2CD4A/WNT5A/TNC/CCN4/IL1B/SPHK1/TNFAIP6/STAP1/CREB3L3/IL6/IL16/FPR2/SELE/TNFSF4/CEBPB/CCL5/IL23A/PDCD4/PLCG2/MMP8/S100A9/GPR4/DNASE1L3/IER3/S100A8/KLF4/AGT/SERPINE1/IL17A/FCGR1A/PDE2A/TSLP/FOXP3/PTGS2/ZP3/CXCL17/MMP9/PLA2G2D/C2CD4B/FFAR2/NPY/CCR2/LILRA5/TYRO3/CCL24/REG3A/LRRC19/CD200R1/ESR1/ADIPOQ/IL2/NR1H4/NLRP4/GPER1/DUOXA2/FABP4/TRPV4/LGALS2/IDO1/CYP19A1/TNFSF11/CCL7/FFAR3",66
"GO:0072348","GO:0072348","sulfur compound transport","15/1935","68/18860",0.220588235294118,2.1500227998176,3.21225401994736,0.00324465755709506,0.0345157194844401,0.0276832831751374,"SLC6A6/ABCG2/SLC36A1/SLC7A11/SLC26A2/SLC47A1/SLC7A5/SLC13A3/SLC22A4/SLC5A6/SLC13A1/SLC1A1/SLC26A3/SLC22A2/SLC3A1",15
"GO:0022600","GO:0022600","digestive system process","22/1935","116/18860",0.189655172413793,1.84852534972824,3.09954648843248,0.00328098531088084,0.0346686857400506,0.0278059695404677,"SLC22A5/SGK1/SOX9/FOLH1/NMU/SLC2A5/CEL/IL17A/ADRA2A/CRACD/PBLD/NPSR1/CLDN2/TFF2/FABP2/MOGAT2/NKX2-3/GCNT3/ENPP7/CHRM5/NPC1L1/LEP",22
"GO:0003230","GO:0003230","cardiac atrium development","10/1935","37/18860",0.27027027027027,2.63426216914589,3.36444663916071,0.00328160117714417,0.0346686857400506,0.0278059695404677,"WNT2/WNT5A/SOX4/BMP2/TBX20/WNT11/ANK2/MESP1/TGFB2/DAND5",10
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","12/1935","49/18860",0.244897959183673,2.38696408796077,3.28694767644137,0.00328313357573025,0.0346686857400506,0.0278059695404677,"PLAU/PODXL/TESC/CCL5/CD3E/SERPINE1/P2RY12/FERMT1/CXCL13/NEXMIF/TGFB2/FOXC2",12
"GO:1905314","GO:1905314","semi-lunar valve development","12/1935","49/18860",0.244897959183673,2.38696408796077,3.28694767644137,0.00328313357573025,0.0346686857400506,0.0278059695404677,"CDH11/ROBO2/STRA6/SNAI1/SOX9/TWIST1/BMP2/NOS3/HEYL/TBX20/AXIN2/TGFB2",12
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","21/1935","109/18860",0.192660550458716,1.8778180783728,3.10771389132786,0.0033076167679648,0.034863249999336,0.0279620195248229,"SLC11A1/TREM1/IL6/IL6R/MMP7/ADGRB1/IL23A/DAO/CXCL6/CD160/SERPINE1/IL17A/TSLP/NPY/DEFA6/SELP/LYPD8/DMBT1/DEFB1/IGHM/IL17F",21
"GO:0043010","GO:0043010","camera-type eye development","56/1935","379/18860",0.147757255936675,1.44015599326393,2.92683990342316,0.00333916562977138,0.0351314409494229,0.0281771216906524,"INHBA/COL8A1/RCN1/WNT2/STRA6/WNT5A/SOX11/SOX4/FJX1/PDGFRB/MYOM1/THY1/ADAMTS9/TFAP2A/PDE6A/COL4A1/SOX9/BFSP1/WNT7B/SLC17A8/CACNA1C/TWIST1/ALDH1A3/VEGFA/KLF4/LAMC3/TGIF2/HES5/WT1/BMP7/LAMA1/HCN1/SLC1A1/SPRED3/CALB1/SLC17A7/THRB/GRHL3/PLAAT3/SHH/SLITRK6/KRT12/MYH15/EPHB1/VSX1/DRD2/PRSS56/FOXF2/RP1L1/MAB21L1/PAX4/BFSP2/CLDN19/OPN4/TGFB2/FOXC2",56
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","34/1935","205/18860",0.165853658536585,1.61653746770026,3.00105707060546,0.00334819359534523,0.0351621425934522,0.0282017459000938,"IL1B/SPHK1/PAQR4/SNAI1/NME1/TRIB3/BMP2/BMP5/IGFBP7/PDK4/ADGRF5/PDGFB/PTGS2/AVIL/GPIHBP1/AQP8/ABCD2/PCK1/FGF19/ZNF750/THRSP/BMP6/FGF1/DGAT2/NR1H4/EDN2/GPER1/CEACAM1/BGLAP/GPLD1/ACADL/ENPP7/MLXIPL/LEP",34
"GO:0002440","GO:0002440","production of molecular mediator of immune response","38/1935","236/18860",0.161016949152542,1.56939517365217,2.97624567894303,0.0033993789451714,0.03563465542707,0.0285807241387721,"WNT5A/IL1B/IL6/RIPK2/MMP7/TNFSF4/KLK7/APLF/PLCG2/TWIST1/DDX21/SLC7A5/CD96/SPON2/CD160/IL17A/FOXP3/CD55/CD22/KIR2DL4/CD7/FFAR2/EXO1/FCRL3/CCR2/KIT/TBX21/LGALS4/MZB1/IL2/SECTM1/RAET1G/AICDA/CLC/FFAR3/TGFB2/IL17F/PGC",38
"GO:0002026","GO:0002026","regulation of the force of heart contraction","8/1935","26/18860",0.307692307692308,2.99900616179686,3.44877609843652,0.00347782016188609,0.0363246007834019,0.0291340938196017,"APLN/NOS3/ADRA1A/ATP1A2/ADRB1/EDN2/RYR2/MYL3",8
"GO:0010623","GO:0010623","programmed cell death involved in cell development","8/1935","26/18860",0.307692307692308,2.99900616179686,3.44877609843652,0.00347782016188609,0.0363246007834019,0.0291340938196017,"IL1A/UNC5C/IL1B/DNASE1L3/BCL2/TEX11/KIT/FASLG",8
"GO:0033002","GO:0033002","muscle cell proliferation","40/1935","252/18860",0.158730158730159,1.5471063533079,2.95636230396888,0.00350403205603733,0.036532073337853,0.0293004968835311,"WNT2/CCN4/RUNX1/APLN/IL6/IL6R/NOTCH3/PDGFRB/ITGA2/CCL5/SIX1/PDCD4/HPGD/BMP2/KLF4/NOS3/MMP2/HES5/TAFA5/PDGFB/PPARGC1A/MMP9/PDGFD/CDK1/TENM4/TBX20/SHH/CCNB1/EPHB1/IGFBP5/ADIPOQ/EREG/GPER1/MEGF10/TP73/KCNK2/MIR135B/TGFB2/FGFR2/FOXC2",40
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","24/1935","131/18860",0.183206106870229,1.78566779099355,3.05107426356208,0.00351661575972074,0.0365969687110179,0.0293525461242514,"CEMIP/EDNRA/F2R/TESC/THY1/NTSR1/ATP1B2/CD19/CXCL11/P2RX1/KCNH2/FXYD5/MS4A1/NPSR1/EDN3/P2RX2/FXYD1/LRRC55/ANK2/GPER1/LCN2/FXYD4/FXYD3/GAL",24
"GO:0007219","GO:0007219","Notch signaling pathway","32/1935","191/18860",0.167539267015707,1.63296670589986,2.97284659106567,0.00369987762094513,0.0384346492933921,0.0308264551925601,"MMP14/ROBO2/JAG2/SNAI1/NOTCH3/SOX9/SIX1/CDH6/PTP4A3/HOXD3/BMP2/TSPEAR/NOTCH4/NOS3/IL17A/ENHO/HEYL/HES5/POSTN/BMP7/RCAN2/CNTN1/KIT/GAS2/NEURL1/ASCL1/NR1H4/MESP1/TMEM100/TGFB2/FOXC2/WNT1",32
"GO:0015807","GO:0015807","L-amino acid transport","19/1935","96/18860",0.197916666666667,1.92904823428079,3.08564985544888,0.00371128730932205,0.0384785716355579,0.0308616830439291,"SLC11A1/TTYH3/SLC36A1/SLC7A1/NTSR1/SLC7A11/SLC17A8/SLC6A20/SLC47A1/SLC7A5/SLC38A5/SLC1A1/SLC17A7/SLC7A5P1/ATP1A2/ABCC8/SLC22A2/SLC1A7/SLC3A1",19
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","20/1935","103/18860",0.194174757281553,1.89257670404656,3.07126964290979,0.00372135401263334,0.0384785716355579,0.0308616830439291,"IL1A/F2R/WNT5A/IL1B/IL6/IL16/RIPK2/IL6R/TNFSF4/PLCG2/TWIST1/SPON2/IL17A/TSLP/POU2AF1/LILRA5/EREG/TRPV4/LEP/IL17F",20
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","13/1935","56/18860",0.232142857142857,2.26264304171281,3.19952095011313,0.00373226642299528,0.0384785716355579,0.0308616830439291,"PTH1R/HTR1D/CNR2/OPRD1/AGT/HTR7/SSTR3/NPY/VIPR1/TSHR/SSTR1/CHRM5/CNR1",13
"GO:0010273","GO:0010273","detoxification of copper ion","6/1935","16/18860",0.375,3.65503875968992,3.59235944862048,0.00373753632394037,0.0384785716355579,0.0308616830439291,"MT2A/MT1E/MT1M/MT1X/MT1F/MT1H",6
"GO:1990169","GO:1990169","stress response to copper ion","6/1935","16/18860",0.375,3.65503875968992,3.59235944862048,0.00373753632394037,0.0384785716355579,0.0308616830439291,"MT2A/MT1E/MT1M/MT1X/MT1F/MT1H",6
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","15/1935","69/18860",0.217391304347826,2.11886304909561,3.14819776804053,0.00376086241690164,0.0385385403894593,0.0309097808967541,"COL1A1/ANGPT2/MMP14/TACSTD2/GCNT2/MMP12/SERPINE1/POSTN/SPOCK1/CDKN2A/CORO2B/MELTF/NEXMIF/FAM107A/WNT1",15
"GO:0032332","GO:0032332","positive regulation of chondrocyte differentiation","7/1935","21/18860",0.333333333333333,3.2489233419466,3.48650949793351,0.00376345085992634,0.0385385403894593,0.0309097808967541,"LOXL2/PRKG2/SOX9/FGF18/BMP6/GDF5/ZBTB16",7
"GO:0043011","GO:0043011","myeloid dendritic cell differentiation","7/1935","21/18860",0.333333333333333,3.2489233419466,3.48650949793351,0.00376345085992634,0.0385385403894593,0.0309097808967541,"ITGB8/CAMK4/DHRS2/IRF4/CSF2/DCSTAMP/UBD",7
"GO:0061041","GO:0061041","regulation of wound healing","25/1935","139/18860",0.179856115107914,1.7530161916978,3.01288579233939,0.00377982417872757,0.0385689506180446,0.0309341713768578,"FAP/PLAU/ANGPT2/TNFRSF12A/F2R/CCN4/F7/NOS3/SERPINE1/ADRA2A/TMEM97/TAFA5/SERPINE2/PDGFB/CLDN1/FERMT1/REG3A/SMOC2/ADTRP/PF4/KNG1/CEACAM1/DUOX2/FOXC2/REG3G",25
"GO:0072175","GO:0072175","epithelial tube formation","25/1935","139/18860",0.179856115107914,1.7530161916978,3.01288579233939,0.00377982417872757,0.0385689506180446,0.0309341713768578,"CTHRC1/PODXL/WNT5A/SALL4/MTHFD1L/SIX4/PTK7/SOX9/SIX1/TWIST1/VEGFA/CELSR1/BMP5/HES5/BMP7/GDF7/GRHL3/HAND1/SLC39A12/IRX3/IRX2/FOLR1/NODAL/TGFB2/FGFR2",25
"GO:0050890","GO:0050890","cognition","50/1935","333/18860",0.15015015015015,1.46347898285883,2.88526088048583,0.00387879577187247,0.0395087958710196,0.0316879729104067,"STRA6/SHROOM4/CEBPB/GRIN2B/SGK1/NTSR1/SLC7A11/CAMK4/MUSK/CRHBP/ITGA8/KLK8/FZD9/GPR158/SLC1A1/GRIN2A/CALB1/SLC17A7/SLC8A3/RCAN2/ADGRB3/MAP1A/KIT/LRRN4/PIANP/PTN/PLCB1/ATP1A2/ABCC8/DRD2/GRPR/SHANK1/KCTD16/LCN2/MME/NPTX2/BGLAP/ELAVL4/ASIC1/FAM107A/BCHE/KCNK2/DKK1/CNTN2/JPH4/ITGA5/PAK5/GABRB3/CUX2/SORCS3",50
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","9/1935","32/18860",0.28125,2.74127906976744,3.33331802221299,0.00388641112894516,0.0395164241114477,0.0316940911296718,"WNT2/TNC/SOX9/CELSR1/LAMA1/SHH/RSPO2/HHIP/FGFR2",9
"GO:0002920","GO:0002920","regulation of humoral immune response","12/1935","50/18860",0.24,2.33922480620155,3.20611846776124,0.00392426033921512,0.0397607715707448,0.0318900696580028,"IL1B/SPNS2/KLK7/IL17A/CR2/CD55/ZP3/FCER2/CXCL13/C4BPB/IL17F/PGC",12
"GO:0045933","GO:0045933","positive regulation of muscle contraction","12/1935","50/18860",0.24,2.33922480620155,3.20611846776124,0.00392426033921512,0.0397607715707448,0.0318900696580028,"F2R/SPHK1/ITGA2/CACNA1C/NMU/PROK2/KIT/EDN3/ADRA1A/EDN2/GPER1/TRPV4",12
"GO:0071542","GO:0071542","dopaminergic neuron differentiation","11/1935","44/18860",0.25,2.43669250645995,3.22598236423407,0.00404464636989983,0.0407594403439882,0.0326910505113884,"WNT2/WNT5A/VEGFA/DMRTA2/SHH/RSPO2/VEGFD/EN2/WNT3/DKK1/WNT1",11
"GO:0098703","GO:0098703","calcium ion import across plasma membrane","11/1935","44/18860",0.25,2.43669250645995,3.22598236423407,0.00404464636989983,0.0407594403439882,0.0326910505113884,"TRPV3/CACNA1C/CACNA1D/P2RX1/TRPV6/SLC8A3/MS4A1/NALF2/TRPV4/TRPV1/CACNA1A",11
"GO:1902656","GO:1902656","calcium ion import into cytosol","11/1935","44/18860",0.25,2.43669250645995,3.22598236423407,0.00404464636989983,0.0407594403439882,0.0326910505113884,"TRPV3/CACNA1C/CACNA1D/P2RX1/TRPV6/SLC8A3/MS4A1/NALF2/TRPV4/TRPV1/CACNA1A",11
"GO:0002717","GO:0002717","positive regulation of natural killer cell mediated immunity","10/1935","38/18860",0.263157894736842,2.56493948048416,3.26506579416947,0.00405115549552759,0.0407594403439882,0.0326910505113884,"CD160/KIR2DL4/CRTAM/KLRC1/KLRC4/RAET1G/KLRC3/KLRC2/SH2D1B/RAET1E",10
"GO:0051785","GO:0051785","positive regulation of nuclear division","14/1935","63/18860",0.222222222222222,2.16594889463107,3.13430312220042,0.00408242268863543,0.041002343059506,0.0328858702850489,"IL1A/WNT5A/IL1B/SPHK1/MSX2/PDGFRB/PDGFB/UBE2C/SKA3/AURKA/EDN3/PLCB1/EREG/DAZL",14
"GO:0051591","GO:0051591","response to cAMP","18/1935","90/18860",0.2,1.94935400516796,3.05247968025053,0.00415254106410526,0.0416251774955285,0.0333854137487572,"COL1A1/AQP9/STC1/CRHBP/PDE2A/WT1/HCN1/AQP8/SLC8A3/HMGCS2/SLC26A3/AREG/INHBB/IGFBP5/ADIPOQ/CITED1/CPS1/DUOX2",18
"GO:0051208","GO:0051208","sequestering of calcium ion","25/1935","140/18860",0.178571428571429,1.74049464747139,2.97350378425401,0.00416400190959252,0.0416251774955285,0.0333854137487572,"CEMIP/DHRS7C/F2R/PLCL2/THY1/NTSR1/CACNA1C/PLCG2/PLCE1/PLCB4/CD19/CXCL11/JPH1/GSTM2/RYR1/NPSR1/FASLG/PLCB1/ATP1A2/ANK2/DRD2/GPER1/RYR2/CALML3/JPH4",25
"GO:0032602","GO:0032602","chemokine production","20/1935","104/18860",0.192307692307692,1.87437885112304,3.02330302445461,0.00417336705732753,0.0416251774955285,0.0333854137487572,"WNT5A/IL1B/IL6/RIPK2/IL6R/TNFSF4/TWIST1/CXCL6/KLF4/IL17A/TSLP/POSTN/ALOX15B/FFAR2/ADIPOQ/NR1H4/TRPV4/FFAR3/MCOLN2/IL17F",20
"GO:0032642","GO:0032642","regulation of chemokine production","20/1935","104/18860",0.192307692307692,1.87437885112304,3.02330302445461,0.00417336705732753,0.0416251774955285,0.0333854137487572,"WNT5A/IL1B/IL6/RIPK2/IL6R/TNFSF4/TWIST1/CXCL6/KLF4/IL17A/TSLP/POSTN/ALOX15B/FFAR2/ADIPOQ/NR1H4/TRPV4/FFAR3/MCOLN2/IL17F",20
"GO:0042692","GO:0042692","muscle cell differentiation","63/1935","441/18860",0.142857142857143,1.39239571797711,2.8193306096794,0.00428387959136503,0.0426535070039892,0.0342101839521684,"ADAM12/EDNRA/MMP14/COMP/NOX4/ATP11A/SIX4/GDF15/ACTN1/PDGFRB/MYOM1/ADGRB1/SOX9/SIX1/MYC/PDCD4/HOMER1/LOX/VEGFA/NEBL/BMP2/BCL2/NOTCH4/ITGA8/WT1/PDGFB/LAMA1/SMYD1/RYR1/CDK1/ADGRB3/SHH/KIT/TBX18/BDNF/KCNH1/CCNB1/TNNT3/P2RX2/IGFBP5/ADRA1A/IRX3/ALPK2/EREG/ANK2/MYBPC2/MYPN/BHLHA15/GPER1/MESP1/MEGF10/TRIM72/MYOM3/RGS4/DKK1/ACTC1/FGFR2/ERVFRD-1/CAV3/FLNC/NRAP/RBM24/WNT1",63
"GO:0051384","GO:0051384","response to glucocorticoid","24/1935","133/18860",0.180451127819549,1.75881564376056,2.96936419352403,0.00429591580730437,0.0426994740432412,0.0342470517498949,"STC1/PDX1/IL6/WNT7B/DDIT4/BCL2/IGFBP7/FLT3/PCK1/HMGCS2/CLDN1/AREG/BMP6/TAT/AXIN2/IL1RN/ADIPOQ/CPS1/UCN3/HSD11B2/GHR/BGLAP/FAM107A/BCHE",24
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","15/1935","70/18860",0.214285714285714,2.08859357696567,3.08522522646086,0.00434229507673005,0.0430860485630714,0.0345571032875885,"ULBP1/STAP1/RAET1L/IL23A/ULBP2/AZGP1/CD160/ULBP3/CRTAM/KLRC1/KLRC4/RAET1G/KLRC3/KLRC2/RAET1E",15
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","13/1935","57/18860",0.228070175438596,2.22294754975294,3.12656284312687,0.0043901052392263,0.0434854658377751,0.0348774553383591,"TNFAIP6/STAP1/CNN2/GDF15/GPR18/CXCL12/BMP5/CD200R1/PLCB1/PADI2/ADTRP/CYP19A1/MMP28",13
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","8/1935","27/18860",0.296296296296296,2.88793185950809,3.31928023989456,0.00450433521214441,0.0441926268910619,0.0354446328441733,"WNT2/PRRX1/WNT5A/SOX9/SIX1/MYC/SHH/FGFR2",8
"GO:0033622","GO:0033622","integrin activation","8/1935","27/18860",0.296296296296296,2.88793185950809,3.31928023989456,0.00450433521214441,0.0441926268910619,0.0354446328441733,"CXCL12/P2RY12/KIF14/FERMT1/SELP/MZB1/CXCL13/FN1",8
"GO:0048596","GO:0048596","embryonic camera-type eye morphogenesis","8/1935","27/18860",0.296296296296296,2.88793185950809,3.31928023989456,0.00450433521214441,0.0441926268910619,0.0354446328441733,"STRA6/WNT5A/SOX11/TFAP2A/TWIST1/ALDH1A3/BMP7/FOXF2",8
"GO:0062009","GO:0062009","secondary palate development","8/1935","27/18860",0.296296296296296,2.88793185950809,3.31928023989456,0.00450433521214441,0.0441926268910619,0.0354446328441733,"WNT5A/SOX11/JAG2/LEF1/ITGB8/WNT11/TGFB2/GABRB3",8
"GO:0090280","GO:0090280","positive regulation of calcium ion import","8/1935","27/18860",0.296296296296296,2.88793185950809,3.31928023989456,0.00450433521214441,0.0441926268910619,0.0354446328441733,"STC1/PDGFRB/TRPV3/CXCL12/PDGFB/P2RX1/MS4A1/GCG",8
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","22/1935","119/18860",0.184873949579832,1.80192387032332,2.96719246621285,0.0045223733191295,0.0441926268910619,0.0354446328441733,"IL1A/IL1B/SPHK1/PDGFRB/TRIP13/MAD2L1/PKMYT1/MTBP/PDGFB/BMP7/UBE2C/SPC25/SKA3/BUB1B/AURKA/BIRC5/NUF2/BUB1/CCNB1/EDN3/EREG/TTK",22
"GO:0003281","GO:0003281","ventricular septum development","16/1935","77/18860",0.207792207792208,2.02530286251217,3.04824962789238,0.00452292914662649,0.0441926268910619,0.0354446328441733,"ROBO2/STRA6/WNT5A/SOX11/SALL4/SOX4/FGFRL1/PTK7/NOS3/PDE2A/HEYL/WNT11/SALL1/TGFB2/FGFR2/DAND5",16
"GO:0060415","GO:0060415","muscle tissue morphogenesis","16/1935","77/18860",0.207792207792208,2.02530286251217,3.04824962789238,0.00452292914662649,0.0441926268910619,0.0354446328441733,"COL11A1/WNT2/EDNRA/COL3A1/BMP2/TNNI3/TBX20/POU4F1/HAND1/MYLK2/RYR2/MYL3/ACTC1/TGFB2/FGFR2/FOXC2",16
"GO:0002456","GO:0002456","T cell mediated immunity","25/1935","141/18860",0.177304964539007,1.72815071380138,2.93443835152842,0.00458035721454831,0.0446666188441355,0.035824797408484,"IL1B/ULBP1/IL6/RAET1L/TNFSF4/IL23A/ULBP2/AZGP1/FCGR3A/ULBP3/CR2/FOXP3/CD55/CD8A/ZP3/CD7/GZMM/CCR2/TBX21/KLRC1/SECTM1/RAET1G/CEACAM1/CLC/RAET1E",25
"GO:0045137","GO:0045137","development of primary sexual characteristics","39/1935","248/18860",0.157258064516129,1.53275818954739,2.85558392914273,0.00458696294298594,0.0446666188441355,0.035824797408484,"INHBA/MMP14/ROBO2/WNT5A/TESC/TNFAIP6/SIX4/MCIDAS/DACH1/CEBPB/SOX9/CCNO/BRCA2/VEGFA/CBX2/BCL2/NOTCH4/DNAAF11/NOS3/MMP2/GFRA1/TCF21/WT1/ZP3/DMRTA1/TEX11/KIT/AFP/KIF18A/GAS2/INHBB/ESR1/SALL1/EREG/CYP19A1/UMODL1/TGFB2/LEP/AMH",39
"GO:0006641","GO:0006641","triglyceride metabolic process","21/1935","112/18860",0.1875,1.82751937984496,2.96992299233343,0.00460860397426334,0.0448015470808877,0.0359330164067296,"LIPC/FUT1/G6PC1/LIPG/GPAT3/SLC22A4/GPIHBP1/PNPLA3/PCK1/PCSK9/PLAAT3/CIDEC/THRSP/DGAT2/CPS1/AGMO/MOGAT2/NKX2-3/GPLD1/APOBEC1/CAV3",21
"GO:0003151","GO:0003151","outflow tract morphogenesis","17/1935","84/18860",0.202380952380952,1.97256060046758,3.02057937625487,0.00463573870558165,0.0449713447113834,0.0360692023520813,"EDNRA/ROBO2/SOX11/MSX2/SIX1/TWIST1/VEGFA/NRP2/HEYL/BMP7/RYR1/TBX20/WNT11/FOLR1/TGFB2/FGFR2/FOXC2",17
"GO:1990845","GO:1990845","adaptive thermogenesis","29/1935","171/18860",0.169590643274854,1.65296099853423,2.90019861631252,0.00464169917611846,0.0449713447113834,0.0360692023520813,"MFAP2/SCTR/PLCL2/CEBPB/APPL2/GPR3/DIO2/VEGFA/SCD/IRF4/CKB/PPARGC1A/PM20D1/CCR2/OXTR/G0S2/ADIPOQ/EBF2/ADRB1/TSHR/SLN/FABP4/LCN2/TRPV4/PLAC8/TRPV1/ACADL/FOXC2/LEP",29
"GO:0030850","GO:0030850","prostate gland development","12/1935","51/18860",0.235294117647059,2.29335765313877,3.12720497504016,0.00466218667783541,0.045093923245282,0.0361675162889133,"SULF1/WNT5A/TNC/SOX9/SERPINB5/MMP2/BMP7/ALOX15B/SHH/ESR1/CYP19A1/FGFR2",12
"GO:0045058","GO:0045058","T cell selection","14/1935","64/18860",0.21875,2.13210594315245,3.06746640744699,0.00474269081723639,0.0455374808178829,0.0365232710021339,"JAG2/LY9/IL6/IL6R/IL23A/CD3E/BCL2/IRF4/FOXP3/ZAP70/CD3G/SHH/TBX21/THEMIS",14
"GO:0050796","GO:0050796","regulation of insulin secretion","30/1935","179/18860",0.167597765363128,1.63353687583907,2.87961104159002,0.00481027831618367,0.0455374808178829,0.0365232710021339,"PDX1/IL1B/F2RL2/SOX4/IL6/ADCY5/CCL5/BLK/NNAT/VSNL1/ADRA2A/FFAR2/PRKCB/INHBB/PLCB1/ABCA12/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/BRSK2/GPLD1/EPHA5/MLXIPL/FFAR1/ADRA2C/LEP/SLC30A8",30
"GO:0001547","GO:0001547","antral ovarian follicle growth","5/1935","12/18860",0.416666666666667,4.06115417743325,3.58656467306331,0.00482673558625692,0.0455374808178829,0.0365232710021339,"TNFAIP6/ZP3/GAS2/ESR1/EREG",5
"GO:0001973","GO:0001973","G protein-coupled adenosine receptor signaling pathway","5/1935","12/18860",0.416666666666667,4.06115417743325,3.58656467306331,0.00482673558625692,0.0455374808178829,0.0365232710021339,"ADCY5/P2RY12/P2RY1/NECAB2/CNTN2",5
"GO:0002024","GO:0002024","diet induced thermogenesis","5/1935","12/18860",0.416666666666667,4.06115417743325,3.58656467306331,0.00482673558625692,0.0455374808178829,0.0365232710021339,"SCTR/APPL2/ADRB1/TRPV4/TRPV1",5
"GO:0003207","GO:0003207","cardiac chamber formation","5/1935","12/18860",0.416666666666667,4.06115417743325,3.58656467306331,0.00482673558625692,0.0455374808178829,0.0365232710021339,"EDNRA/BMP2/TBX20/HAND1/MESP1",5
"GO:0032957","GO:0032957","inositol trisphosphate metabolic process","5/1935","12/18860",0.416666666666667,4.06115417743325,3.58656467306331,0.00482673558625692,0.0455374808178829,0.0365232710021339,"NTSR1/PLCG2/P2RY1/PLCB1/GPER1",5
